Lead_ID,Student_ID,Date_of_Enquiry,City,Source,Course_Type,Conversion_Status,Date_of_Joining,Fees_Quoted
L45321572,S0780966,2025-06-15,Chennai,Social Media,2-Year,Converted,2025-08-31,180104.0
L50824319,,2023-10-31,Bengaluru,Walk-in,2 Yr,Not Converted,,
L85974347,,09-11-2023,Pune,Social Media,2-Year,Not Converted,,
L20359189,S5072892,13/10/2024,Agra,Social Media,2-Year,Converted,23/11/2024,119502.0
L90428350,S4941181,03-28-2024,Ranchi,Walk-in,1-Year,Converted,2024-04-28,122623.0
L25364547,,06/02/2023,Varanasi,Social Media,One-Year,Not Converted,,
L19720423,S2366657,06-09-2023,Nashik,Social Media,1-Year,Converted,18/06/2023,136155.0
L88906871,,09/01/2023,Hyderabad,Social Media,1 Yr,Not Converted,,
L52409709,S5958966,21/08/2023,Jaipur,Social Media,1 Yr,Converted,06/11/2023,135996.0
L85739001,S8224495,09/04/2023,Lucknow,Social Media,1 Yr,Converted,05-07-2023,137545.0
L80549223,S9893670,10-20-2024,Ahmedabad,Agent,2 Yr,Converted,2024-11-04,183930.0
L87732027,S9894510,2025-03-26,Bhopal,Social Media,1-Year,Converted,06-22-2025,180427.0
L51144592,S2703226,07-27-2023,Patna,Social Media,2-Year,Converted,09-20-2023,115899.0
L32116860,S6841050,11/05/2023,Kanpur,Social Media,2 Yr,Converted,2023-07-05,175462.0
L83023562,,02-08-2024,Surat,Website,2-Year,Not Converted,,
L90447248,S3389731,01/06/2023,Varanasi,Referral,1year,Converted,2023-07-28,135715.0
L10891836,,02-23-2023,Rajkot,Referral,1year,Not Converted,,
L65280094,S9796958,2023-04-30,Lucknow,Website,2-Year,Converted,22/07/2023,142174.0
L19830415,,2024-11-03,Amritsar,Referral,Two-Year,Not Converted,,
L83061212,S9858350,19/09/2024,Gurugram,Social Media,1 Yr,Converted,11-13-2024,184180.0
L80622450,S2833965,2024-08-09,Surat,Social Media,1-Year,Converted,15/09/2024,182356.0
L21185687,,09-16-2024,Surat,Referral,1-Year,Not Converted,,
L97354953,,02-24-2024,Bhopal,Social Media,2-Year,Not Converted,,
L13287095,,2024-02-26,Gurugram,Walk-in,2year,Not Converted,,
L79916289,,2023-04-14,Ranchi,Social Media,1-Year,Not Converted,,
L09287388,,2025-05-01,Hyderabad,Walk-in,Two-Year,Not Converted,,
L15869079,,2023-09-11,Nagpur,Social Media,2 Yr,Not Converted,,
L55198434,,15/08/2023,Vadodara,Social Media,1 Yr,Not Converted,,
L02250921,,2023-04-22,Bhopal,Referral,1-Year,Not Converted,,
L79830597,,2024-05-24,Pune,Website,1-Year,Not Converted,,
L88939313,,17/04/2024,Srinagar,Referral,2-Year,Not Converted,,
L11979619,S1288647,04-09-2023,Agra,Walk-in,1-Year,Converted,2023-06-23,138750.0
L69725136,S0953562,2023-06-02,Varanasi,Social Media,2-Year,Converted,25/06/2023,184427.0
L17993990,,2025-05-10,Srinagar,Social Media,1-Year,Not Converted,,
L69925917,,14/06/2025,Meerut,Social Media,2-Year,Not Converted,,
L29180768,,27/05/2025,Indore,Social Media,2 Yr,Not Converted,,
L42202103,,12-04-2023,Ghaziabad,Social Media,2-Year,Not Converted,,
L79843514,S7037466,06/12/2024,Chennai,Social Media,2-Year,Converted,12-17-2024,136960.0
L86610823,S9199359,2025-04-01,Agra,School Seminar,2 Yr,Converted,05-20-2025,160813.0
L90137580,S8061250,06-12-2023,Pune,Social Media,2 Yr,Converted,07-13-2023,123377.0
L56409181,,20/12/2024,Nashik,Walk-in,2-Year,Not Converted,,
L12167722,,11-11-2024,Ahmedabad,Referral,1 Yr,Not Converted,,
L20581342,S6593956,10/06/2023,Hyderabad,Referral,1-Year,Converted,09-05-2023,180428.0
L66101208,,08-02-2024,Pune,Walk-in,One-Year,Not Converted,,
L33460518,S5179042,2025-03-11,Delhi,Social Media,2-Year,Converted,05/06/2025,142160.0
L34242207,S2009746,02/02/2024,Faridabad,Social Media,2-Year,Converted,15/03/2024,120083.0
L60359558,,10-04-2023,Faridabad,Walk-in,Two-Year,Not Converted,,
L84584840,S5202458,2025-03-26,Bhopal,Website,1-Year,Converted,22/04/2025,175900.0
L97598661,,2024-05-18,Chennai,Social Media,2year,Not Converted,,
L71998149,,06-14-2025,Bengaluru,Social Media,2-Year,Not Converted,,
L49682990,,01-27-2024,Delhi,Website,2-Year,Not Converted,,
L33324876,S9736900,05-15-2023,Pune,Social Media,1-Year,Converted,06/07/2023,117921.0
L54415799,,14/07/2023,Ranchi,Walk-in,2 Yr,Not Converted,,
L51253434,,02-05-2024,Ahmedabad,Referral,1-Year,Not Converted,,
L60216608,,01/10/2024,Surat,Social Media,2-Year,Not Converted,,
L32798083,,02/02/2023,Hyderabad,Walk-in,1 Yr,Not Converted,,
L24608194,S5283400,2024-11-18,Kolkata,Referral,2 Yr,Converted,2025-01-10,175805.0
L82461287,S5371891,04-04-2024,Patna,Social Media,1 Yr,Converted,18/05/2024,116921.0
L78851351,,01/06/2025,Ghaziabad,Referral,1-Year,Not Converted,,
L88018824,,14/04/2024,Ahmedabad,School Seminar,2-Year,Not Converted,,
L97285610,S6518561,01-10-2024,Mumbai,Walk-in,1 Yr,Converted,2024-03-04,176996.0
L35185318,S8633302,2023-01-22,Nagpur,Social Media,2-Year,Converted,26/02/2023,137503.0
L76231598,,2025-01-19,Ahmedabad,Referral,2-Year,Not Converted,,
L66240770,S6767540,2024-10-31,Kolkata,Walk-in,2 Yr,Converted,2025-01-18,156521.0
L96602839,S6611244,02-07-2023,Gurugram,School Seminar,2-Year,Converted,2023-04-20,158612.0
L64332468,S0852275,08-18-2023,Ludhiana,Walk-in,2year,Converted,2023-10-26,161190.0
L31568366,S3794018,2023-12-31,Vadodara,Social Media,1year,Converted,01-07-2024,115063.0
L21096827,,2024-07-16,Nagpur,Walk-in,2 Yr,Not Converted,,
L82178886,S9559800,2024-03-13,Indore,Walk-in,1 Yr,Converted,03/06/2024,175859.0
L66769243,S7261483,14/02/2025,Patna,Social Media,2 Yr,Converted,2025-02-26,177076.0
L07517257,S6342277,10-10-2023,Nashik,Referral,2-Year,Converted,21/10/2023,121085.0
L96588810,S3323318,27/01/2023,Nashik,Social Media,2-Year,Converted,2023-04-22,135762.0
L12871630,,14/08/2023,Pune,Walk-in,2-Year,Not Converted,,
L37373228,S7260959,04/10/2023,Bhopal,Social Media,Two-Year,Converted,2023-11-20,119094.0
L48590858,,03-08-2025,Nagpur,Walk-in,2 Yr,Not Converted,,
L32081245,S5636079,31/08/2024,Srinagar,Website,1-Year,Converted,11-06-2024,124770.0
L94377461,S1642194,2023-10-11,Ludhiana,School Seminar,1-Year,Converted,29/10/2023,136076.0
L60271747,S0512998,05-28-2025,Patna,Website,2-Year,Converted,2025-07-06,155673.0
L06649301,S5997957,25/04/2024,Hyderabad,Agent,1-Year,Converted,01/06/2024,115895.0
L30381662,,2024-03-28,Ghaziabad,Social Media,Two-Year,Not Converted,,
L63135182,,2025-04-08,Hyderabad,Walk-in,One-Year,Not Converted,,
L27538939,,03-26-2025,Surat,Referral,2 Yr,Not Converted,,
L31994271,S8335577,10-20-2024,Chennai,Website,2 Yr,Converted,10-30-2024,175913.0
L75136082,S6261015,30/05/2024,Nashik,Social Media,1 Yr,Converted,2024-06-24,141696.0
L50966064,S2596501,30/06/2024,Kolkata,Agent,Two-Year,Converted,2024-08-05,139306.0
L35416636,,2023-07-11,Nagpur,Walk-in,1 Yr,Not Converted,,
L62618171,S6641316,2023-02-18,Ranchi,School Seminar,2 Yr,Converted,2023-05-03,116522.0
L11112527,S2068519,2024-05-26,Kolkata,Social Media,2-Year,Converted,06-21-2024,137802.0
L20429306,S2981300,17/01/2023,Bhopal,Social Media,One-Year,Converted,2023-03-09,157456.0
L98610571,S2001223,21/06/2023,Nagpur,School Seminar,2-Year,Converted,2023-07-08,136143.0
L22924010,,2023-08-08,Delhi,Social Media,2-Year,Not Converted,,
L28370708,,06-07-2023,Rajkot,School Seminar,1-Year,Not Converted,,
L61346808,,2024-04-21,Bengaluru,Social Media,1year,Not Converted,,
L14923876,,02-15-2023,Thane,Walk-in,1 Yr,Not Converted,,
L71609145,,08/01/2024,Vadodara,Referral,2-Year,Not Converted,,
L86133068,S1244669,2024-06-01,Ludhiana,Walk-in,1year,Converted,01/08/2024,138314.0
L91914023,,2023-04-09,Nashik,Walk-in,2-Year,Not Converted,,
L76755963,S3911449,10/06/2025,Ahmedabad,Social Media,2 Yr,Converted,04/08/2025,142591.0
L57062363,S4753945,14/01/2025,Delhi,Social Media,One-Year,Converted,2025-03-03,124783.0
L85906188,,2023-02-06,Faridabad,Social Media,2 Yr,Not Converted,,
L80429026,,07/10/2023,Patna,Walk-in,1-Year,Not Converted,,
L42484841,,2023-12-15,Varanasi,Referral,2-Year,Not Converted,,
L46145006,,05-11-2024,Varanasi,Walk-in,One-Year,Not Converted,,
L63526930,S9636470,10-29-2023,Srinagar,Referral,1-Year,Converted,11-06-2023,178597.0
L24564671,S3867631,2023-06-30,Bhopal,Referral,2-Year,Converted,2023-09-25,138511.0
L72389257,S7155949,2024-08-29,Surat,Referral,1-Year,Converted,22/10/2024,184092.0
L01177161,,09/04/2023,Rajkot,Social Media,2-Year,Not Converted,,
L93477149,,2024-11-30,Indore,Social Media,2-Year,Not Converted,,
L85746914,S8409310,26/04/2023,Pune,Agent,1 Yr,Converted,04-29-2023,117771.0
L50984591,S1888971,07-10-2023,Srinagar,Website,1-Year,Converted,2023-07-30,158410.0
L57136853,,2023-09-10,Ranchi,Social Media,2 Yr,Not Converted,,
L99729941,,2023-06-10,Thane,Walk-in,1-Year,Not Converted,,
L47727879,,09-13-2023,Bengaluru,School Seminar,1year,Not Converted,,
L62623696,S3526925,2023-11-19,Kanpur,Referral,2-Year,Converted,12-10-2023,183224.0
L95631345,,05-08-2023,Rajkot,Social Media,1-Year,Not Converted,,
L64782885,,18/01/2023,Ranchi,Social Media,One-Year,Not Converted,,
L01617122,S2189448,03-03-2025,Kolkata,Referral,2 Yr,Converted,08/03/2025,176726.0
L86270818,,04/01/2025,Bengaluru,Agent,1-Year,Not Converted,,
L78752772,,07-19-2024,Ranchi,Walk-in,1 Yr,Not Converted,,
L69399350,S4694441,23/07/2024,Nagpur,Social Media,1-Year,Converted,10-10-2024,137648.0
L26788976,,19/11/2023,Patna,Social Media,1 Yr,Not Converted,,
L75679216,,21/05/2025,Gurugram,School Seminar,One-Year,Not Converted,,
L11534515,,2024-11-16,Bengaluru,School Seminar,2 Yr,Not Converted,,
L23711309,S8587149,03-02-2025,Agra,Walk-in,2year,Converted,04-04-2025,137065.0
L66453732,,2024-09-17,Bengaluru,Walk-in,2-Year,Not Converted,,
L10545022,S2011695,15/10/2023,Kanpur,Social Media,Two-Year,Converted,2023-11-02,136050.0
L33275989,,2025-05-03,Rajkot,School Seminar,1 Yr,Not Converted,,
L06496696,,2024-10-24,Indore,School Seminar,1-Year,Not Converted,,
L39935298,S1328737,30/09/2024,,Social Media,2 Yr,Converted,2024-11-18,141030.0
L38408159,S7235202,2023-06-04,Vadodara,Walk-in,1-Year,Converted,08-20-2023,183929.0
L19500678,,2024-05-04,Lucknow,Social Media,2-Year,Not Converted,,
L41579769,S5306366,21/01/2024,Kolkata,Social Media,1-Year,Converted,03-29-2024,158602.0
L71430075,,02-23-2025,Surat,Social Media,1-Year,Not Converted,,
L52236406,,14/04/2023,Kanpur,Social Media,1-Year,Not Converted,,
L56675709,,01-28-2024,Bengaluru,Social Media,2-Year,Not Converted,,
L17307436,,21/03/2025,Kanpur,Referral,2-Year,Not Converted,,
L45137591,S8842301,03/09/2023,Thane,Referral,1-Year,Converted,2023-09-28,180963.0
L69773955,S8761326,06-25-2023,Faridabad,Referral,One-Year,Converted,09/09/2023,136060.0
L10559379,,02-08-2023,Agra,Social Media,1-Year,Not Converted,,
L34651281,,2024-04-21,Nashik,Social Media,2 Yr,Not Converted,,
L17889945,S4403777,12/11/2024,Delhi,Walk-in,1-Year,Converted,2024-12-25,142693.0
L20074316,,01-28-2025,Kolkata,Referral,1-Year,Not Converted,,
L16934635,,2024-06-21,Agra,Social Media,1 Yr,Not Converted,,
L53340227,S1545776,05-16-2025,Thane,Website,2 Yr,Converted,2025-05-19,121327.0
L48178433,,28/03/2025,Delhi,Walk-in,1-Year,Not Converted,,
L51688152,,2024-02-12,Rajkot,Website,2-Year,Not Converted,,
L80005054,S8454527,08/06/2024,Meerut,Referral,1-Year,Converted,04/07/2024,160969.0
L59559473,S8626158,04-07-2025,Patna,Social Media,2-Year,Converted,28/04/2025,120327.0
L27724535,,05-20-2024,Bengaluru,Walk-in,Two-Year,Not Converted,,
L68861541,,2025-06-21,Meerut,Social Media,1-Year,Not Converted,,
L96974324,S1432872,04-04-2025,Ghaziabad,Referral,1-Year,Converted,04-27-2025,120049.0
L03029344,S3656047,05/02/2023,Rajkot,Social Media,1-Year,Converted,04-15-2023,158508.0
L09375882,S4403632,2024-11-15,Meerut,School Seminar,1 Yr,Converted,2024-12-30,161797.0
L51636853,,20/01/2023,Rajkot,Social Media,1-Year,Not Converted,,
L95384465,S0172113,11-17-2023,Patna,Website,One-Year,Converted,2023-12-28,139905.0
L11062137,S1163410,14/02/2025,Chennai,Website,One-Year,Converted,2025-04-06,158082.0
L12874421,,05-26-2024,Agra,Referral,1year,Not Converted,,
L80051605,,04/02/2024,Ludhiana,Walk-in,2 Yr,Not Converted,,
L02195507,,10-15-2024,Faridabad,Walk-in,One-Year,Not Converted,,
L62049818,S3663842,2025-06-01,Pune,School Seminar,1-Year,Converted,06/07/2025,156239.0
L67816273,,04-15-2024,Kolkata,Referral,2-Year,Not Converted,,
L45231285,S3394977,2023-05-23,Ranchi,School Seminar,1-Year,Converted,07-27-2023,182982.0
L41046075,,04-02-2023,Meerut,Referral,2-Year,Not Converted,,
L14168876,,12-20-2023,Amritsar,Website,2-Year,Not Converted,,
L53052873,S4177012,13/04/2025,Meerut,Referral,One-Year,Converted,2025-04-27,158763.0
L57760142,S4944310,2025-03-10,Ghaziabad,Referral,1-Year,Converted,2025-04-11,175997.0
L82841775,,27/12/2024,Agra,School Seminar,Two-Year,Not Converted,,
L10663316,,2025-05-03,Ranchi,School Seminar,2-Year,Not Converted,,
L28432674,,02-20-2023,Vadodara,Walk-in,1 Yr,Not Converted,,
L74352337,,10-26-2024,Ludhiana,Social Media,One-Year,Not Converted,,
L78674612,,28/11/2024,Chennai,Referral,2-Year,Not Converted,,
L43567190,,07-28-2024,Thane,Agent,1-Year,Not Converted,,
L01940200,,09/07/2023,Faridabad,School Seminar,1-Year,Not Converted,,
L39657598,,05-05-2023,Jaipur,School Seminar,1-Year,Not Converted,,
L64268205,,2023-05-30,Kolkata,Social Media,2 Yr,Not Converted,,
L52102019,,10/11/2023,Lucknow,Referral,1-Year,Not Converted,,
L73355700,S1240494,2024-07-23,Ahmedabad,Walk-in,1-Year,Converted,08-02-2024,181384.0
L28939261,S0599737,12-08-2023,Kolkata,School Seminar,2-Year,Converted,17/01/2024,176678.0
L95241029,,2023-11-01,Indore,Social Media,2 Yr,Not Converted,,
L89885695,,22/11/2024,Amritsar,Website,2-Year,Not Converted,,
L77944501,,12/11/2024,Bhopal,Referral,1-Year,Not Converted,,
L06962395,S1130708,04-17-2025,Pune,Social Media,1 Yr,Converted,05-26-2025,117697.0
L08206809,,2025-02-21,Bengaluru,Social Media,2-Year,Not Converted,,
L43829694,S9179952,02-23-2023,Nashik,Social Media,1 Yr,Converted,05/05/2023,117926.0
L17822261,,2024-03-19,Kanpur,Referral,2year,Not Converted,,
L19666750,S1352178,04/09/2024,Varanasi,Social Media,2-Year,Converted,20/09/2024,159429.0
L46498849,S1534007,2023-09-21,Agra,Social Media,One-Year,Converted,09-24-2023,162218.0
L92250745,S2181941,2023-02-22,Rajkot,School Seminar,2 Yr,Converted,2023-04-09,180814.0
L53619646,,07-25-2024,Jaipur,Social Media,1-Year,Not Converted,,
L02536252,S4784342,09-11-2024,Nashik,Social Media,Two-Year,Converted,07/10/2024,161219.0
L46342738,S6281402,2023-01-05,Jaipur,Referral,Two-Year,Converted,05/02/2023,179547.0
L21152022,S7041146,13/04/2023,Gurugram,Referral,One-Year,Converted,2023-04-28,161510.0
L43191814,S8957425,15/07/2023,Ludhiana,School Seminar,1-Year,Converted,09-11-2023,135051.0
L98577355,,12/02/2025,Surat,Referral,2 Yr,Not Converted,,
L36084643,S0438665,2025-05-26,Jaipur,School Seminar,2-Year,Converted,08/07/2025,138515.0
L35920189,S9751026,2025-06-02,Pune,Walk-in,2-Year,Converted,2025-08-24,162491.0
L15617364,,2023-12-16,Nashik,Social Media,1-Year,Not Converted,,
L78326118,,16/02/2023,Kolkata,Social Media,2-Year,Not Converted,,
L36580123,,2025-05-16,Ghaziabad,Referral,2 Yr,Not Converted,,
L22624835,,2025-04-02,Jaipur,Referral,1 Yr,Not Converted,,
L94107697,,03-30-2025,Agra,Walk-in,1-Year,Not Converted,,
L01108503,S6595391,17/10/2024,Varanasi,Walk-in,1-Year,Converted,2024-10-28,116361.0
L70216832,,09-26-2023,Rajkot,Referral,1-Year,Not Converted,,
L26180683,,2024-01-05,Meerut,Social Media,2-Year,Not Converted,,
L49524961,,2024-09-27,Pune,Social Media,1year,Not Converted,,
L56655633,,16/04/2023,Bengaluru,Walk-in,1-Year,Not Converted,,
L58432308,,2024-10-31,Nashik,Referral,2-Year,Not Converted,,
L83409940,S4025066,20/10/2024,Kanpur,Referral,1 Yr,Converted,08/11/2024,182792.0
L42203453,S2632089,18/10/2024,Indore,Social Media,2 Yr,Converted,22/12/2024,156701.0
L17332427,,30/04/2023,Delhi,Walk-in,2-Year,Not Converted,,
L98627848,,10/04/2025,Jaipur,Website,1-Year,Not Converted,,
L12662610,S1173615,25/02/2025,Mumbai,Social Media,1-Year,Converted,04-05-2025,157712.0
L05112772,,08-26-2024,Ranchi,Referral,One-Year,Not Converted,,
L14337947,,02-27-2023,Ahmedabad,Agent,1-Year,Not Converted,,
L38907041,S6501860,12-12-2023,Vadodara,Social Media,2 Yr,Converted,2024-02-14,177316.0
L88817274,,01-10-2025,Mumbai,Walk-in,1-Year,Not Converted,,
L70475946,,04-18-2024,Agra,Social Media,2 Yr,Not Converted,,
L33609526,S6704309,27/04/2023,Lucknow,Walk-in,1 Yr,Converted,04/07/2023,136610.0
L18821631,,2025-04-09,Ranchi,Social Media,Two-Year,Not Converted,,
L21700745,S6692077,03-01-2025,Ranchi,Agent,2 Yr,Converted,02/03/2025,179705.0
L30106996,,07/05/2023,Surat,Walk-in,2-Year,Not Converted,,
L06771297,S1406490,2024-01-28,Ranchi,School Seminar,1 Yr,Converted,06/02/2024,184328.0
L78416318,,2025-06-26,,Walk-in,2 Yr,Not Converted,,
L44261137,S2481989,02/10/2024,Varanasi,Walk-in,1-Year,Converted,2024-11-08,139459.0
L28950122,S3239327,02-27-2023,Srinagar,Referral,1-Year,Converted,20/03/2023,184344.0
L30631087,,09-25-2024,Ahmedabad,Website,1 Yr,Not Converted,,
L27653545,S8059332,05-27-2024,Vadodara,Agent,1 Yr,Converted,25/07/2024,183938.0
L63615081,,20/01/2025,Bengaluru,Referral,2year,Not Converted,,
L82405865,,2025-03-12,Bengaluru,Website,1-Year,Not Converted,,
L72360924,,04-06-2023,,Walk-in,Two-Year,Not Converted,,
L80805943,,2024-09-29,Surat,Referral,1-Year,Not Converted,,
L78200399,S6401851,04-28-2023,Meerut,Referral,2 Yr,Converted,2023-06-23,184152.0
L07515261,S6147542,13/07/2024,Rajkot,Social Media,Two-Year,Converted,18/08/2024,137977.0
L74163468,,2024-08-23,Srinagar,Social Media,1-Year,Not Converted,,
L11431943,,05-02-2024,,Social Media,2-Year,Not Converted,,
L39337476,S7181350,2023-08-25,Ahmedabad,Referral,2 Yr,Converted,2023-11-14,120407.0
L52792943,,06-03-2025,Mumbai,Referral,2-Year,Not Converted,,
L79559332,,06-15-2025,Nagpur,Referral,1 Yr,Not Converted,,
L80862559,,09-29-2023,Chennai,Agent,2 Yr,Not Converted,,
L10313528,,07-08-2023,Delhi,Referral,1 Yr,Not Converted,,
L03977718,,2024-12-04,Kanpur,Referral,2 Yr,Not Converted,,
L65953750,,2024-03-22,Rajkot,Social Media,2-Year,Not Converted,,
L07384882,,08-03-2024,Vadodara,Social Media,1-Year,Not Converted,,
L66073305,S3893434,2025-02-28,Lucknow,School Seminar,1 Yr,Converted,05/05/2025,184368.0
L15207345,,05-10-2025,Agra,Walk-in,1year,Not Converted,,
L52231050,,2023-09-04,Ahmedabad,School Seminar,2-Year,Not Converted,,
L30571154,,03-17-2023,Delhi,Social Media,2-Year,Not Converted,,
L61672073,,06-03-2023,Meerut,Walk-in,2-Year,Not Converted,,
L90643350,S6898858,17/10/2024,Ludhiana,Social Media,2 Yr,Converted,2024-12-07,157039.0
L39694108,,10/03/2024,Meerut,Social Media,2-Year,Not Converted,,
L13781099,,27/03/2023,Mumbai,Social Media,2-Year,Not Converted,,
L88061402,S4052925,11-27-2024,Varanasi,Social Media,2-Year,Converted,2025-01-11,139761.0
L52524716,S8153636,10-12-2023,Ludhiana,Social Media,2-Year,Converted,11-02-2023,143186.0
L05601276,,08/08/2023,Vadodara,Social Media,Two-Year,Not Converted,,
L06032868,S8446094,2023-03-10,Ludhiana,Agent,2-Year,Converted,2023-04-30,176646.0
L08623903,S4201190,02-16-2023,Srinagar,Social Media,2 Yr,Converted,28/02/2023,120258.0
L85154902,S6604010,04/04/2023,Ghaziabad,Social Media,One-Year,Converted,2023-05-01,156440.0
L53313362,,19/01/2025,Vadodara,Social Media,1 Yr,Not Converted,,
L95868880,,28/03/2024,,Walk-in,2-Year,Not Converted,,
L52186039,S4011828,23/07/2023,Meerut,Social Media,One-Year,Converted,2023-10-11,179443.0
L66221993,,30/06/2025,Indore,Website,1-Year,Not Converted,,
L52158837,,2023-08-06,Nashik,Agent,1-Year,Not Converted,,
L51991993,S8211475,2024-04-18,Nagpur,Social Media,1year,Converted,26/05/2024,164338.0
L59138778,S8318712,03-07-2024,Ahmedabad,Referral,Two-Year,Converted,05/04/2024,135380.0
L44498927,,07/12/2023,Ghaziabad,Social Media,2-Year,Not Converted,,
L11762522,,04/07/2024,Amritsar,Walk-in,2-Year,Not Converted,,
L63645673,,2024-09-03,Amritsar,Referral,1-Year,Not Converted,,
L84110702,,2023-10-16,Surat,Social Media,Two-Year,Not Converted,,
L47970998,S7978513,2023-09-11,Patna,Social Media,2-Year,Converted,11-07-2023,162173.0
L43424073,,2025-01-03,Kolkata,Walk-in,2-Year,Not Converted,,
L36755875,S4757635,12-23-2023,,Referral,2-Year,Converted,02-09-2024,142543.0
L48095375,,01-23-2023,,Social Media,2 Yr,Not Converted,,
L56023384,S9405557,2025-01-31,Agra,Walk-in,2-Year,Converted,02-13-2025,183142.0
L46051847,S5726274,05/06/2024,Rajkot,Walk-in,1-Year,Converted,08-14-2024,115104.0
L17961441,,27/01/2025,Faridabad,Website,1-Year,Not Converted,,
L57242697,S7314614,16/04/2025,Ghaziabad,Social Media,2-Year,Converted,01/07/2025,118126.0
L71143537,,04-10-2023,Mumbai,School Seminar,2 Yr,Not Converted,,
L59337956,S6741189,12/03/2025,Thane,Walk-in,2-Year,Converted,2025-03-25,123027.0
L18174374,,2023-06-29,Agra,Social Media,1-Year,Not Converted,,
L61126248,,08-11-2023,Agra,Walk-in,2-Year,Not Converted,,
L50825440,S1006571,06-24-2025,Kanpur,Referral,2 Yr,Converted,2025-08-16,177934.0
L62565801,,01-31-2025,Gurugram,Website,1-Year,Not Converted,,
L60868290,S2073897,10-20-2024,Pune,Social Media,2-Year,Converted,14/11/2024,120156.0
L41666571,S0372531,17/03/2024,Bhopal,Walk-in,1 Yr,Converted,05/04/2024,164633.0
L45902330,,2024-08-30,Nashik,Referral,1 Yr,Not Converted,,
L45216255,,2025-02-07,Nashik,Agent,2year,Not Converted,,
L66176946,,11-21-2023,Agra,Social Media,One-Year,Not Converted,,
L99263593,S5479983,2024-05-30,Jaipur,Agent,2year,Converted,2024-07-23,136541.0
L15564167,,16/01/2023,Chennai,Website,2 Yr,Not Converted,,
L90061879,,2025-03-02,Ludhiana,Social Media,Two-Year,Not Converted,,
