Student_ID,City,Course_Type,Total_Fees,Amount_Paid,Payment_Mode,Payment_Date,Outstanding_Amount
S9636470,Srinagar,1-Year,160000,84749,UPI,02-06-2024,-322
S3867631,Bhopal,2-Year,180000,88447,Cash,17-05-2024,91553
S3867631,Bhopal,2-Year,180000,90324,UPI,04-29-2024,1229
S7155949,Surat,1-Year,140000,65676,Online,02-05-2025,74324
S7155949,Surat,1-Year,140000,67074,Card,03-13-2025,7250
S8409310,Pune,1 Yr,180000,86876,Card,29-10-2023,93124
S8409310,Pune,1 Yr,180000,91070,UPI,29-11-2023,2054
S1888971,Srinagar,1-Year,140000,72050,UPI,09-06-2023,67950
S1888971,Srinagar,1-Year,140000,70691,Cheque,22-02-2024,-2741
S3526925,Kanpur,2-Year,140000,45978,Card,06-07-2024,94022
S3526925,Kanpur,2-Year,140000,44961,Card,17-01-2024,49061
S3526925,Kanpur,2-Year,140000,42476,Card,02-19-2024,6585
S2189448,Kolkata,2 Yr,120000,66449,Cheque,22-05-2025,53551
S2189448,Kolkata,2 Yr,120000,57661,Online,26-07-2025,-4110
S4694441,Nagpur,1-Year,140000,52456,Cheque,28-03-2025,87544
S4694441,Nagpur,1-Year,140000,44865,Card,09-12-2024,42679
S4694441,Nagpur,1-Year,140000,45798,Card,14-10-2024,-3119
S8587149,Agra,2year,160000,156847,Online,06-11-2025,3153
S2011695,Kanpur,Two-Year,160000,81015,Card,13-12-2023,78985
S2011695,Kanpur,Two-Year,160000,75725,Online,,3260
S1328737,,2 Yr,180000,94066,Card,16-01-2025,85934
S1328737,,2 Yr,180000,93228,Cash,11-02-2025,-7294
S7235202,Vadodara,1-Year,160000,163456,Cheque,12-04-2024,-3456
S5306366,Kolkata,1-Year,160000,159293,Cash,25-08-2024,707
S8842301,Thane,1-Year,160000,56504,Card,10-17-2023,103496
S8842301,Thane,1-Year,160000,51780,UPI,03-16-2024,51716
S8842301,Thane,1-Year,160000,52442,Online,03-01-2024,-726
S8761326,Faridabad,One-Year,180000,91565,Card,27-04-2024,88435
S8761326,Faridabad,One-Year,180000,93134,Cash,16-02-2024,-4699
S4403777,Delhi,1-Year,120000,42678,Cheque,17-08-2025,77322
S4403777,Delhi,1-Year,120000,44029,Card,17-04-2025,33293
S4403777,Delhi,1-Year,120000,42374,UPI,13-04-2025,-9081
S1545776,Thane,2 Yr,140000,69527,Card,09-29-2025,70473
S1545776,Thane,2 Yr,140000,73254,Card,09-10-2025,-2781
S8454527,Meerut,1-Year,180000,65746,Card,,114254
S8454527,Meerut,1-Year,180000,57255,Card,05-02-2025,56999
S8454527,Meerut,1-Year,180000,62594,Cash,04-08-2024,-5595
S8626158,Patna,2-Year,140000,45147,Cheque,11-01-2025,94853
S8626158,Patna,2-Year,140000,42324,Cheque,12-11-2025,52529
S8626158,Patna,2-Year,140000,44325,Card,12-10-2025,8204
S1432872,Ghaziabad,1-Year,140000,135702,Cheque,10-29-2025,4298
S3656047,Rajkot,1-Year,120000,37158,Cheque,28-06-2023,82842
S3656047,Rajkot,1-Year,120000,38320,Cash,11-02-2023,44522
S3656047,Rajkot,1-Year,120000,42766,Online,07-23-2023,1756
S4403632,Meerut,1 Yr,180000,90121,Cheque,03-31-2025,89879
S4403632,Meerut,1 Yr,180000,95285,Cash,06-06-2025,-5406
S0172113,Patna,One-Year,120000,116048,Card,12-04-2024,3952
S1163410,Chennai,One-Year,180000,84686,Cash,19-11-2025,95314
S1163410,Chennai,One-Year,180000,90190,Cash,13-09-2025,5124
S3663842,Pune,1-Year,120000,35336,Cash,06-10-2025,84664
S3663842,Pune,1-Year,120000,33799,Cheque,06-09-2025,50865
S3663842,Pune,1-Year,120000,39083,Online,12-08-2025,11782
S3394977,Ranchi,1-Year,140000,65790,Online,12-28-2023,74210
S3394977,Ranchi,1-Year,140000,69031,Cash,19-03-2024,5179
S4177012,Meerut,One-Year,180000,88998,Cash,23-07-2025,91002
S4177012,Meerut,One-Year,180000,86436,Online,05-05-2025,4566
S4944310,Ghaziabad,1-Year,120000,55225,Cash,18-04-2025,64775
S4944310,Ghaziabad,1-Year,120000,56687,Card,03-11-2025,8088
S1240494,Ahmedabad,1-Year,140000,47989,Cash,17-01-2025,92011
S1240494,Ahmedabad,1-Year,140000,46375,Cheque,03-11-2024,45636
S1240494,Ahmedabad,1-Year,140000,42226,Cash,10-13-2024,3410
S0599737,Kolkata,2-Year,160000,79941,UPI,27-04-2024,80059
S0599737,Kolkata,2-Year,160000,78740,Cash,09-03-2024,1319
S1130708,Pune,1 Yr,120000,39232,Cash,28-09-2025,80768
S1130708,Pune,1 Yr,120000,37205,Card,09-16-2025,43563
S1130708,Pune,1 Yr,120000,36991,Card,,6572
S9179952,Nashik,1 Yr,120000,59018,Cheque,06-14-2023,60982
S9179952,Nashik,1 Yr,120000,61153,Cash,10-22-2023,-171
S1352178,Varanasi,2-Year,180000,54763,UPI,17-04-2025,125237
S1352178,Varanasi,2-Year,180000,60170,Card,30-04-2025,65067
S1352178,Varanasi,2-Year,180000,64344,Card,02-05-2025,723
S1534007,Agra,One-Year,140000,38881,Cheque,02-18-2024,101119
S1534007,Agra,One-Year,140000,46637,Cheque,06-03-2024,54482
S1534007,Agra,One-Year,140000,44218,Cheque,27-10-2023,10264
S2181941,Rajkot,2 Yr,120000,47455,UPI,19-05-2023,72545
S2181941,Rajkot,2 Yr,120000,43647,Cash,10-07-2023,28898
S2181941,Rajkot,2 Yr,120000,42988,Cash,16-05-2023,-14090
S4784342,Nashik,Two-Year,180000,96583,Cheque,01-13-2025,83417
S4784342,Nashik,Two-Year,180000,91293,Cash,26-12-2024,-7876
S6281402,Jaipur,Two-Year,180000,64833,Online,21-04-2023,115167
S6281402,Jaipur,Two-Year,180000,70444,Online,17-08-2023,44723
S6281402,Jaipur,Two-Year,180000,54709,Cheque,13-06-2023,-9986
S7041146,Gurugram,One-Year,140000,138650,Online,07-09-2023,1350
S8957425,Ludhiana,1-Year,160000,81022,UPI,,78978
S8957425,Ludhiana,1-Year,160000,77415,Card,01-03-2024,1563
S0438665,Jaipur,2-Year,180000,94097,Online,11-27-2025,85903
S0438665,Jaipur,2-Year,180000,97207,UPI,02-01-2026,-11304
S9751026,Pune,2-Year,140000,68821,Cheque,11-28-2025,71179
S9751026,Pune,2-Year,140000,75797,UPI,19-09-2025,-4618
S6595391,Varanasi,1-Year,140000,141610,UPI,26-12-2024,-1610
S4025066,Kanpur,1 Yr,180000,90546,UPI,06-20-2025,89454
S4025066,Kanpur,1 Yr,180000,92657,Online,06-25-2025,-3203
S2632089,Indore,2 Yr,180000,75569,UPI,01-31-2025,104431
S2632089,Indore,2 Yr,180000,91676,UPI,02-21-2025,12755
S1173615,Mumbai,1-Year,160000,59621,Online,11-16-2025,100379
S1173615,Mumbai,1-Year,160000,56227,Cash,21-04-2025,44152
S1173615,Mumbai,1-Year,160000,55271,Online,13-05-2025,-11119
S6501860,Vadodara,2 Yr,120000,38024,Cheque,15-09-2024,81976
S6501860,Vadodara,2 Yr,120000,36389,Cheque,09-08-2024,45587
S6501860,Vadodara,2 Yr,120000,48318,Cheque,10-07-2024,-2731
S6704309,Lucknow,1 Yr,120000,59790,UPI,08-31-2023,60210
S6704309,Lucknow,1 Yr,120000,65481,Online,17-02-2024,-5271
S6692077,Ranchi,2 Yr,120000,46268,Cash,06-19-2025,73732
S6692077,Ranchi,2 Yr,120000,39193,Card,12-05-2025,34539
S6692077,Ranchi,2 Yr,120000,34822,Online,12-08-2025,-283
S1406490,Ranchi,1 Yr,160000,53520,Online,09-06-2024,106480
S1406490,Ranchi,1 Yr,160000,50725,Online,28-05-2024,55755
S1406490,Ranchi,1 Yr,160000,44561,UPI,29-02-2024,11194
S2481989,Varanasi,1-Year,180000,58109,Cheque,07-05-2025,121891
S2481989,Varanasi,1-Year,180000,55541,Cheque,30-12-2024,66350
S2481989,Varanasi,1-Year,180000,56808,Card,29-06-2025,9542
S3239327,Srinagar,1-Year,140000,64948,Card,15-07-2023,75052
S3239327,Srinagar,1-Year,140000,70589,Cheque,06-09-2023,4463
S8059332,Vadodara,1 Yr,180000,83807,UPI,17-12-2024,96193
S8059332,Vadodara,1 Yr,180000,94445,Cash,21-08-2024,1748
S6401851,Meerut,2 Yr,160000,50784,Cheque,06-24-2023,109216
S6401851,Meerut,2 Yr,160000,56774,UPI,01-23-2024,52442
S6401851,Meerut,2 Yr,160000,52768,Cash,18-08-2023,-326
S6147542,Rajkot,Two-Year,180000,62611,UPI,02-13-2025,117389
S6147542,Rajkot,Two-Year,180000,64121,Cheque,20-09-2024,53268
S6147542,Rajkot,Two-Year,180000,58291,Card,10-02-2024,-5023
S7181350,Ahmedabad,2 Yr,120000,118631,Cheque,06-08-2024,1369
S3893434,Lucknow,1 Yr,140000,68302,Online,26-08-2025,71698
S3893434,Lucknow,1 Yr,140000,69101,Cash,09-10-2025,2597
S6898858,Ludhiana,2 Yr,180000,93018,Online,25-06-2025,86982
S6898858,Ludhiana,2 Yr,180000,92121,Card,05-13-2025,-5139
S4052925,Varanasi,2-Year,180000,70171,Cheque,01-25-2025,109829
S4052925,Varanasi,2-Year,180000,57112,Cheque,08-04-2025,52717
S4052925,Varanasi,2-Year,180000,58046,Card,07-29-2025,-5329
S8153636,Ludhiana,2-Year,180000,86064,Cheque,09-02-2024,93936
S8153636,Ludhiana,2-Year,180000,89044,Online,11-26-2023,4892
S8446094,Ludhiana,2-Year,180000,96628,Online,12-24-2023,83372
S8446094,Ludhiana,2-Year,180000,92249,UPI,05-28-2023,-8877
S4201190,Srinagar,2 Yr,140000,69879,Card,17-03-2023,70121
S4201190,Srinagar,2 Yr,140000,70470,Card,04-08-2023,-349
S6604010,Ghaziabad,One-Year,140000,67530,Cheque,06-10-2023,72470
S6604010,Ghaziabad,One-Year,140000,70763,Cash,21-12-2023,1707
S4011828,Meerut,One-Year,180000,86727,Online,31-03-2024,93273
S4011828,Meerut,One-Year,180000,96030,Cheque,11-03-2024,-2757
S8211475,Nagpur,1year,180000,183035,Cheque,18-12-2024,-3035
S8318712,Ahmedabad,Two-Year,120000,56681,Cheque,24-09-2024,63319
S8318712,Ahmedabad,Two-Year,120000,64673,Card,08-10-2024,-1354
S7978513,Patna,2-Year,120000,62528,Card,06-11-2024,57472
S7978513,Patna,2-Year,120000,65169,Online,01-03-2024,-7697
S4757635,,2-Year,160000,49383,Cash,09-23-2024,110617
S4757635,,2-Year,160000,50466,Cash,11-03-2024,60151
S4757635,,2-Year,160000,44779,UPI,06-26-2024,15372
S9405557,Agra,2-Year,120000,37455,Cash,21-06-2025,82545
S9405557,Agra,2-Year,120000,38655,Cash,06-09-2025,43890
S9405557,Agra,2-Year,120000,39997,Cheque,16-05-2025,3893
S5726274,Rajkot,1-Year,120000,54410,Card,13-11-2024,65590
S5726274,Rajkot,1-Year,120000,58786,UPI,28-10-2024,6804
S7314614,Ghaziabad,2-Year,160000,155897,Cheque,09-12-2025,4103
S6741189,Thane,2-Year,140000,68174,UPI,29-07-2025,71826
S6741189,Thane,2-Year,140000,68450,Card,05-06-2025,3376
S1006571,Kanpur,2 Yr,160000,62156,UPI,19-03-2026,97844
S1006571,Kanpur,2 Yr,160000,55599,Cash,27-08-2025,42245
S1006571,Kanpur,2 Yr,160000,52515,UPI,03-04-2026,-10270
S2073897,Pune,2-Year,180000,88194,Cheque,13-01-2025,91806
S2073897,Pune,2-Year,180000,90167,UPI,02-04-2025,1639
S0372531,Bhopal,1 Yr,180000,85437,Card,01-09-2024,94563
S0372531,Bhopal,1 Yr,180000,91625,UPI,,2938
S5479983,Jaipur,2year,180000,89272,Cheque,07-11-2024,90728
S5479983,Jaipur,2year,180000,86221,Online,12-10-2024,4507
S6479490,Ghaziabad,2-Year,120000,55590,Cash,07-09-2024,64410
S6479490,Ghaziabad,2-Year,120000,61312,Cash,08-22-2024,3098
S2864155,Pune,1-Year,120000,57199,Cash,08-17-2025,62801
S2864155,Pune,1-Year,120000,60596,Cash,09-21-2025,2205
S5933042,Agra,2-Year,120000,54145,Cash,18-03-2026,65855
S5933042,Agra,2-Year,120000,61687,UPI,14-03-2026,4168
S6839038,Varanasi,2 Yr,180000,66869,Card,02-04-2024,113131
S6839038,Varanasi,2 Yr,180000,56679,Card,02-09-2024,56452
S6839038,Varanasi,2 Yr,180000,54576,UPI,01-14-2024,1876
S6369595,Pune,1-Year,140000,72674,Card,23-07-2024,67326
S6369595,Pune,1-Year,140000,68150,Cheque,16-11-2024,-824
S5471395,Patna,2-Year,140000,44608,Cash,03-02-2025,95392
S5471395,Patna,2-Year,140000,42987,Cheque,03-04-2025,52405
S5471395,Patna,2-Year,140000,42707,Cheque,14-07-2025,9698
S7312402,Chennai,2-Year,160000,72814,Cheque,03-21-2024,87186
S7312402,Chennai,2-Year,160000,75394,Cash,14-11-2023,11792
S2168114,Surat,1-Year,180000,92647,Cash,19-05-2023,87353
S2168114,Surat,1-Year,180000,97666,Cash,20-09-2023,-10313
S7721013,Mumbai,2-Year,160000,80968,Card,01-11-2024,79032
S7721013,Mumbai,2-Year,160000,90547,Card,08-19-2024,-11515
S1754907,Ghaziabad,2 Yr,120000,37853,UPI,04-09-2025,82147
S1754907,Ghaziabad,2 Yr,120000,38629,UPI,02-02-2025,43518
S1754907,Ghaziabad,2 Yr,120000,43939,Cheque,15-04-2025,-421
S5922416,Ranchi,1 Yr,140000,141204,Cheque,06-11-2023,-1204
S9573521,Kolkata,Two-Year,140000,52202,Cash,03-02-2025,87798
S9573521,Kolkata,Two-Year,140000,45085,Card,28-06-2025,42713
S9573521,Kolkata,Two-Year,140000,48947,Online,24-01-2025,-6234
S0373934,Faridabad,2-Year,140000,138388,Card,18-12-2025,1612
S9790406,Rajkot,1-Year,180000,57705,Online,30-06-2025,122295
S9790406,Rajkot,1-Year,180000,58984,Cheque,09-21-2025,63311
S9790406,Rajkot,1-Year,180000,55872,Cheque,22-09-2025,7439
S9839134,Delhi,1 Yr,120000,117018,Cash,02-10-2024,2982
S7882969,Srinagar,Two-Year,140000,132888,Cash,23-08-2023,7112
S3185961,Mumbai,1-Year,120000,36007,Cheque,10-26-2025,83993
S3185961,Mumbai,1-Year,120000,34011,Cheque,01-10-2025,49982
S3185961,Mumbai,1-Year,120000,37246,Online,08-27-2025,12736
S9195735,Gurugram,1-Year,160000,78422,Card,,81578
S9195735,Gurugram,1-Year,160000,78679,Cash,08-22-2024,2899
S1534649,Kanpur,2-Year,180000,91026,Cheque,22-04-2025,88974
S1534649,Kanpur,2-Year,180000,87276,UPI,06-06-2025,1698
S7650732,Bengaluru,2 Yr,180000,192771,Online,05-21-2024,-12771
S1937329,Kolkata,2 Yr,180000,91272,Cheque,18-08-2025,88728
S1937329,Kolkata,2 Yr,180000,89099,Card,22-05-2025,-371
S1242344,Ahmedabad,1-Year,160000,80065,Online,07-06-2025,79935
S1242344,Ahmedabad,1-Year,160000,78398,Card,19-12-2024,1537
S3240778,Thane,2 Yr,160000,50030,Cash,03-30-2024,109970
S3240778,Thane,2 Yr,160000,49488,Card,09-07-2024,60482
S3240778,Thane,2 Yr,160000,55020,Cheque,24-03-2024,5462
S4174478,Pune,1-Year,140000,60947,Online,01-03-2024,79053
S4174478,Pune,1-Year,140000,66448,UPI,12-10-2023,12605
S8145730,,2-Year,180000,93859,Online,04-23-2025,86141
S8145730,,2-Year,180000,93146,Cheque,07-23-2025,-7005
S3715410,Meerut,One-Year,140000,61884,UPI,09-29-2023,78116
S3715410,Meerut,One-Year,140000,67929,Online,18-06-2023,10187
S5116968,Jaipur,2-Year,120000,41326,Card,,78674
S5116968,Jaipur,2-Year,120000,34790,UPI,01-16-2025,43884
S5116968,Jaipur,2-Year,120000,35712,Cash,15-02-2025,8172
S9636564,Rajkot,1-Year,180000,91577,Online,28-02-2025,88423
S9636564,Rajkot,1-Year,180000,82871,Card,06-19-2025,5552
S0718638,Lucknow,One-Year,120000,127943,Card,10-12-2025,-7943
S9303117,Ahmedabad,Two-Year,160000,85365,Cheque,03-05-2024,74635
S9303117,Ahmedabad,Two-Year,160000,72066,Cheque,02-06-2024,2569
S8922813,Agra,2-Year,160000,49778,UPI,28-06-2024,110222
S8922813,Agra,2-Year,160000,50353,Card,24-09-2024,59869
S8922813,Agra,2-Year,160000,61407,UPI,26-08-2024,-1538
S2486501,Srinagar,2 Yr,160000,76845,Card,03-05-2024,83155
S2486501,Srinagar,2 Yr,160000,77406,Card,06-01-2024,5749
S7634723,Vadodara,1 Yr,180000,85062,UPI,11-07-2025,94938
S7634723,Vadodara,1 Yr,180000,87361,Card,09-05-2025,7577
S1711269,Chennai,2-Year,180000,92513,Cheque,02-15-2024,87487
S1711269,Chennai,2-Year,180000,90330,UPI,13-04-2024,-2843
S5882366,Jaipur,2 Yr,180000,183557,Cheque,03-12-2024,-3557
S5847455,Mumbai,1-Year,120000,63939,Online,11-04-2025,56061
S5847455,Mumbai,1-Year,120000,55423,Card,08-05-2025,638
S7613692,Nagpur,1-Year,180000,59066,Cheque,26-10-2025,120934
S7613692,Nagpur,1-Year,180000,60077,Card,04-01-2025,60857
S7613692,Nagpur,1-Year,180000,58807,UPI,18-05-2025,2050
S4414089,Thane,1-Year,140000,66130,Cheque,08-18-2025,73870
S4414089,Thane,1-Year,140000,62284,Cash,04-04-2025,11586
S3265396,Lucknow,2 Yr,160000,164481,UPI,,-4481
S8456566,Patna,1 Yr,140000,69924,UPI,28-10-2025,70076
S8456566,Patna,1 Yr,140000,71016,Cash,07-11-2025,-940
S4705413,Varanasi,2-Year,140000,76460,Online,29-12-2023,63540
S4705413,Varanasi,2-Year,140000,66825,Cash,08-16-2023,-3285
S6157722,Ranchi,1-Year,160000,161771,UPI,04-30-2024,-1771
S8729338,Faridabad,1year,120000,40149,UPI,11-10-2024,79851
S8729338,Faridabad,1year,120000,36525,Cash,06-27-2024,43326
S8729338,Faridabad,1year,120000,42486,Online,09-12-2024,840
S5433193,Bhopal,2-Year,160000,162839,Cash,11-10-2024,-2839
S0071646,Thane,2 Yr,180000,182724,Card,26-10-2023,-2724
S2243880,Kanpur,2 Yr,120000,46979,Online,11-01-2024,73021
S2243880,Kanpur,2 Yr,120000,34540,Card,19-12-2024,38481
S2243880,Kanpur,2 Yr,120000,48219,UPI,29-08-2024,-9738
S7648406,Surat,1 Yr,180000,86419,Cheque,23-03-2025,93581
S7648406,Surat,1 Yr,180000,94377,Card,14-07-2025,-796
S0738962,Kolkata,2 Yr,180000,95409,Card,05-04-2024,84591
S0738962,Kolkata,2 Yr,180000,90632,Cheque,12-01-2023,-6041
S1729430,Gurugram,2 Yr,180000,90699,Cheque,22-05-2025,89301
S1729430,Gurugram,2 Yr,180000,89889,UPI,05-04-2025,-588
S7001101,Pune,1-Year,160000,58407,Online,03-01-2024,101593
S7001101,Pune,1-Year,160000,45273,Card,11-21-2023,56320
S7001101,Pune,1-Year,160000,47295,Card,14-10-2023,9025
S0660530,Vadodara,2-Year,180000,90092,UPI,06-09-2023,89908
S0660530,Vadodara,2-Year,180000,85404,Cheque,26-04-2024,4504
S0498460,Ahmedabad,1-Year,160000,53512,UPI,07-11-2025,106488
S0498460,Ahmedabad,1-Year,160000,51610,Online,23-12-2025,54878
S0498460,Ahmedabad,1-Year,160000,57905,UPI,22-08-2025,-3027
S9325606,Vadodara,2 Yr,140000,34629,Cheque,01-10-2025,105371
S9325606,Vadodara,2 Yr,140000,43139,Online,,62232
S9325606,Vadodara,2 Yr,140000,48580,UPI,28-04-2025,13652
S3723528,Agra,2-Year,120000,115066,Cash,09-02-2025,4934
S1828653,Chennai,2 Yr,160000,75521,Cash,21-09-2023,84479
S1828653,Chennai,2 Yr,160000,80144,Card,08-02-2023,4335
S8350757,Pune,1-Year,140000,139358,UPI,11-13-2024,642
S1004067,Kolkata,1 Yr,160000,75792,Card,01-12-2023,84208
S1004067,Kolkata,1 Yr,160000,69299,Online,16-03-2024,14909
S8252658,Jaipur,2-Year,120000,55218,Cash,19-04-2025,64782
S8252658,Jaipur,2-Year,120000,63985,Online,18-05-2025,797
S9144892,Chennai,2-Year,120000,61873,Cash,06-30-2025,58127
S9144892,Chennai,2-Year,120000,70953,UPI,19-06-2025,-12826
S6276979,Rajkot,1 Yr,180000,174543,Cash,02-17-2024,5457
S1719650,Rajkot,1 Yr,140000,73215,Card,,66785
S1719650,Rajkot,1 Yr,140000,62619,UPI,19-01-2024,4166
S6865909,Pune,1 Yr,160000,48538,UPI,07-06-2025,111462
S6865909,Pune,1 Yr,160000,55208,Card,31-12-2024,56254
S6865909,Pune,1 Yr,160000,60387,Card,27-12-2024,-4133
S9610808,Delhi,1-Year,140000,133754,Card,25-01-2025,6246
S1895896,Srinagar,1 Yr,140000,76856,Cash,01-15-2024,63144
S1895896,Srinagar,1 Yr,140000,74097,Cheque,25-01-2024,-10953
S7187482,Chennai,1 Yr,180000,61242,UPI,05-10-2025,118758
S7187482,Chennai,1 Yr,180000,60545,Cash,11-10-2025,58213
S7187482,Chennai,1 Yr,180000,52303,Cash,25-08-2025,5910
S4200612,Bengaluru,2-Year,180000,58609,Cash,06-18-2024,121391
S4200612,Bengaluru,2-Year,180000,58472,UPI,10-04-2024,62919
S4200612,Bengaluru,2-Year,180000,63003,Online,10-10-2024,-84
S6529718,Thane,1-Year,140000,67014,Cash,12-01-2025,72986
S6529718,Thane,1-Year,140000,76125,Card,26-04-2025,-3139
S1526006,Bhopal,2-Year,140000,64490,Card,20-08-2024,75510
S1526006,Bhopal,2-Year,140000,66149,Card,15-09-2024,9361
S0366016,Ghaziabad,1-Year,140000,38846,Card,04-22-2025,101154
S0366016,Ghaziabad,1-Year,140000,47568,Cash,08-04-2025,53586
S0366016,Ghaziabad,1-Year,140000,44046,Cash,14-03-2025,9540
S1866297,Meerut,1-Year,180000,88248,Cheque,03-22-2024,91752
S1866297,Meerut,1-Year,180000,86460,Cash,11-09-2023,5292
S0842913,Nagpur,2 Yr,140000,142841,Card,07-18-2025,-2841
S8926865,Bhopal,2-Year,140000,142147,Cash,09-08-2024,-2147
S5519333,Mumbai,1-Year,120000,110185,Card,02-05-2024,9815
S0099699,Vadodara,1-Year,140000,66068,Card,03-10-2023,73932
S0099699,Vadodara,1-Year,140000,64377,Online,05-09-2024,9555
S3375350,Ahmedabad,2 Yr,120000,120506,UPI,13-07-2023,-506
S0176849,Ghaziabad,2year,120000,48963,Card,10-06-2025,71037
S0176849,Ghaziabad,2year,120000,56053,Cheque,12-30-2024,14984
S1164603,Meerut,1year,120000,120952,Online,01-12-2025,-952
S7695509,Ahmedabad,1-Year,140000,138267,Card,10-04-2025,1733
S0272450,Agra,2-Year,140000,72973,Cheque,01-02-2024,67027
S0272450,Agra,2-Year,140000,71468,Cheque,28-10-2023,-4441
S9845849,Vadodara,2 Yr,120000,62702,Cash,06-12-2025,57298
S9845849,Vadodara,2 Yr,120000,56911,UPI,07-01-2025,387
S1200749,Kanpur,2year,160000,52421,Online,12-05-2025,107579
S1200749,Kanpur,2year,160000,55360,Card,28-04-2025,52219
S1200749,Kanpur,2year,160000,53270,Card,15-06-2025,-1051
S7201344,Delhi,2-Year,120000,57497,Cheque,17-12-2024,62503
S7201344,Delhi,2-Year,120000,61836,Cash,02-05-2025,667
S6194402,Delhi,1 Yr,120000,42673,Card,12-19-2023,77327
S6194402,Delhi,1 Yr,120000,37086,Cheque,07-12-2023,40241
S6194402,Delhi,1 Yr,120000,39647,Cash,02-14-2024,594
S3831633,Agra,One-Year,160000,76780,UPI,02-16-2025,83220
S3831633,Agra,One-Year,160000,84230,Cash,30-10-2024,-1010
S3095780,Amritsar,2 Yr,180000,60501,Cheque,02-13-2024,119499
S3095780,Amritsar,2 Yr,180000,51332,Online,05-29-2024,68167
S3095780,Amritsar,2 Yr,180000,62993,Cash,28-06-2024,5174
S5802324,Ghaziabad,1year,160000,154666,UPI,12-30-2025,5334
S7799199,Lucknow,2-Year,160000,161126,Cheque,11-05-2025,-1126
S3434436,Gurugram,1-Year,120000,65363,Cash,08-02-2023,54637
S3434436,Gurugram,1-Year,120000,61728,Online,10-19-2023,-7091
S4735890,Ranchi,1 Yr,160000,154284,UPI,21-01-2024,5716
S5742305,Faridabad,1-Year,120000,58002,UPI,23-04-2025,61998
S5742305,Faridabad,1-Year,120000,56188,Online,14-09-2025,5810
S3193508,,2 Yr,120000,37363,UPI,27-02-2024,82637
S3193508,,2 Yr,120000,34975,Cheque,08-05-2024,47662
S3193508,,2 Yr,120000,32160,UPI,07-12-2024,15502
S2943857,Bengaluru,2-Year,140000,131952,Online,18-07-2025,8048
S6409357,Indore,One-Year,140000,142894,Online,09-02-2025,-2894
S5024738,Kanpur,1year,140000,139591,UPI,05-15-2023,409
S6061117,Amritsar,1year,180000,91354,UPI,07-25-2025,88646
S6061117,Amritsar,1year,180000,91952,UPI,05-13-2025,-3306
S5187289,Mumbai,2year,120000,38083,Cheque,22-03-2025,81917
S5187289,Mumbai,2year,120000,36181,Online,03-03-2025,45736
S5187289,Mumbai,2year,120000,40711,UPI,03-23-2025,5025
S8337824,Bengaluru,2-Year,180000,87402,Online,01-02-2025,92598
S8337824,Bengaluru,2-Year,180000,90756,Cash,11-16-2024,1842
S8630692,Pune,2 Yr,160000,83130,Online,17-09-2023,76870
S8630692,Pune,2 Yr,160000,78329,Cheque,24-12-2023,-1459
S5752683,Meerut,2-Year,160000,83830,Cash,06-01-2024,76170
S5752683,Meerut,2-Year,160000,85243,UPI,05-03-2024,-9073
S2686805,Vadodara,2-Year,180000,89563,UPI,01-22-2025,90437
S2686805,Vadodara,2-Year,180000,93910,Online,20-11-2024,-3473
S9966317,Varanasi,1 Yr,120000,64347,Card,10-31-2023,55653
S9966317,Varanasi,1 Yr,120000,63569,Card,02-09-2024,-7916
S6095054,Delhi,1 Yr,180000,88746,UPI,12-05-2024,91254
S6095054,Delhi,1 Yr,180000,90090,Cash,10-25-2024,1164
S7471262,Agra,2year,180000,55685,Cash,04-18-2025,124315
S7471262,Agra,2year,180000,58900,UPI,08-03-2025,65415
S7471262,Agra,2year,180000,62128,Card,08-15-2025,3287
S8560830,Nagpur,2-Year,180000,87129,Cash,07-06-2025,92871
S8560830,Nagpur,2-Year,180000,86715,Online,,6156
S9376168,Nagpur,2-Year,180000,83888,Cheque,17-03-2024,96112
S9376168,Nagpur,2-Year,180000,90828,Cash,10-07-2023,5284
S0834729,Ranchi,1 Yr,140000,137530,Card,26-01-2026,2470
S3710205,Lucknow,2 Yr,180000,85703,Online,07-11-2023,94297
S3710205,Lucknow,2 Yr,180000,83373,Cash,10-07-2023,10924
S8816935,Nashik,2 Yr,140000,69856,Cash,21-04-2025,70144
S8816935,Nashik,2 Yr,140000,69708,Card,29-04-2025,436
S5137338,Pune,1-Year,160000,159837,Card,09-28-2023,163
S0234408,Pune,One-Year,120000,38509,Cash,08-02-2023,81491
S0234408,Pune,One-Year,120000,44075,Cash,20-02-2024,37416
S0234408,Pune,One-Year,120000,47254,Cheque,19-08-2023,-9838
S8539960,Surat,2-Year,140000,42883,Cheque,11-03-2023,97117
S8539960,Surat,2-Year,140000,52336,Cash,07-09-2023,44781
